순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
2535,송파구_거치대_088,자전거 일반거치대,사용,일반,127.096718,37.50226858,[],Point,,서울특별시 송파구 백제고분로 272,서울특별시 송파구 삼전동 90,5585,,(친환경)자전거 편의시설,13681.71086,2021-12-28 10:38,2021-12-28 10:38,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2536,송파구_거치대_087,자전거 일반거치대,사용,일반,127.0965852,37.49883056,[],Point,,서울특별시 송파구 삼학사로 11,서울특별시 송파구 삼전동 155,5598,,(친환경)자전거 편의시설,13828.89821,2021-12-28 10:37,2021-12-28 10:37,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2537,송파구_거치대_086,자전거 일반거치대,사용,일반,127.0965166,37.49791094,[],Point,,서울특별시 송파구 삼학사로 11,서울특별시 송파구 삼전동 156,5598,,(친환경)자전거 편의시설,13866.54642,2021-12-28 10:37,2021-12-28 10:37,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2538,송파구_거치대_085,자전거 일반거치대,사용,일반,127.0885902,37.50437452,[],Point,,서울특별시 송파구 삼전로 66,서울특별시 송파구 삼전동 7-6,5606,,(친환경)자전거 편의시설,12862.82697,2021-12-28 10:36,2021-12-28 10:36,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2539,송파구_거치대_084,자전거 일반거치대,사용,일반,127.0944176,37.50687904,[],Point,,서울특별시 송파구 석촌호수로 156,서울특별시 송파구 삼전동 151,5601,,(친환경)자전거 편의시설,13271.56986,2021-12-28 10:35,2021-12-28 10:35,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2540,송파구_거치대_083,자전거 일반거치대,사용,일반,127.0964616,37.50654578,[],Point,,서울특별시 송파구 석촌호수로 176,서울특별시 송파구 삼전동 130-2,5602,,(친환경)자전거 편의시설,13470.47026,2021-12-28 10:33,2021-12-28 10:33,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2541,송파구_거치대_082,자전거 일반거치대,사용,일반,127.0973226,37.50266386,[],Point,,서울특별시 송파구 백제고분로 275,서울특별시 송파구 석촌동 14-7,5613,,(친환경)자전거 편의시설,13717.89578,2021-12-28 10:31,2021-12-28 10:31,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2542,송파구_거치대_081,자전거 일반거치대,사용,일반,127.1286992,37.50140559,[],Point,,서울특별시 송파구 오금로 332,서울특별시 송파구 가락동 160-2,5818,,(친환경)자전거 편의시설,16629.53828,2021-12-28 10:22,2021-12-28 10:22,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2543,송파구_거치대_080,자전거 일반거치대,사용,일반,127.1348837,37.4978904,[],Point,,서울특별시 송파구 오금로 400,서울특별시 송파구 가락동 165-2,5769,,(친환경)자전거 편의시설,17335.14992,2021-12-27 15:54,2021-12-27 15:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2544,송파구_거치대_079,자전거 일반거치대,사용,일반,127.1312386,37.49575525,[],Point,,서울특별시 송파구 동남로 208,서울특별시 송파구 가락동 192,5783,,(친환경)자전거 편의시설,17083.25079,2021-12-27 15:54,2021-12-27 15:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2545,송파구_거치대_078,자전거 일반거치대,사용,일반,127.109987,37.49640133,[],Point,,서울특별시 송파구 양재대로 925,서울특별시 송파구 가락동 282,5698,,(친환경)자전거 편의시설,15130.70187,2021-12-27 15:53,2021-12-27 15:53,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2546,송파구_거치대_077,자전거 일반거치대,사용,일반,127.1268518,37.5026414,[],Point,,서울특별시 송파구 오금로 310,서울특별시 송파구 가락동 8-4,5701,,(친환경)자전거 편의시설,16411.8819,2021-12-27 15:52,2021-12-27 15:52,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2547,송파구_거치대_076,자전거 일반거치대,사용,일반,127.1257758,37.49890636,[],Point,,서울특별시 송파구 중대로 191,서울특별시 송파구 가락동 10-15,5704,,(친환경)자전거 편의시설,16456.65118,2021-12-27 15:52,2021-12-27 15:52,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2548,송파구_거치대_075,자전거 일반거치대,사용,일반,127.1230446,37.50491201,[],Point,,서울특별시 송파구 오금로32길 5,서울특별시 송파구 송파동 166-3,5673,,(친환경)자전거 편의시설,15973.95681,2021-12-27 15:51,2021-12-27 15:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2549,송파구_거치대_074,자전거 일반거치대,사용,일반,127.1244487,37.50467762,[],Point,,서울특별시 송파구 오금로35길 17,서울특별시 송파구 오금동 44-2,5658,,(친환경)자전거 편의시설,16113.07851,2021-12-27 15:51,2021-12-27 15:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2550,송파구_거치대_073,자전거 일반거치대,사용,일반,127.1128858,37.49944394,[],Point,,서울특별시 송파구 송파대로36길 8,서울특별시 송파구 송파동 188-4,5677,,(친환경)자전거 편의시설,15258.95459,2021-12-27 15:49,2021-12-27 15:49,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2551,송파구_거치대_072,자전거 일반거치대,사용,일반,127.1177152,37.50720236,[],Point,,서울특별시 송파구 오금로 218,서울특별시 송파구 송파동 6-4,5671,,(친환경)자전거 편의시설,15394.0949,2021-12-27 15:49,2021-12-27 15:49,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2552,송파구_거치대_071,자전거 일반거치대,사용,일반,127.1176058,37.50148738,[],Point,,서울특별시 송파구 송이로 42,서울특별시 송파구 송파동 168-1,5678,,(친환경)자전거 편의시설,15604.51554,2021-12-27 15:46,2021-12-27 15:46,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2553,송파구_거치대_070,자전거 일반거치대,사용,일반,127.1176381,37.50180972,[],Point,,서울특별시 송파구 송이로 42,서울특별시 송파구 송파동 168-1,5678,,(친환경)자전거 편의시설,15594.55965,2021-12-27 15:45,2021-12-27 15:45,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2554,송파구_거치대_069,자전거 일반거치대,사용,일반,127.1178571,37.50268024,[],Point,,서울특별시 송파구 오금로32길 48,서울특별시 송파구 송파동 166-2,5672,,(친환경)자전거 편의시설,15580.08634,2021-12-27 15:45,2021-12-27 15:45,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2555,송파구_거치대_068,자전거 일반거치대,사용,일반,127.1000024,37.5029614,[],Point,,서울특별시 송파구 백제고분로36길 34,서울특별시 송파구 석촌동 194-1,5614,,(친환경)자전거 편의시설,13944.88396,2021-12-27 15:43,2021-12-27 15:43,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2556,송파구_거치대_067,자전거 일반거치대,사용,일반,127.1055437,37.50664631,[],Point,,서울특별시 송파구 송파대로 451,서울특별시 송파구 석촌동 184-8,5609,,(친환경)자전거 편의시설,14292.67814,2021-12-27 15:41,2021-12-27 15:41,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2557,송파구_거치대_066,자전거 일반거치대,사용,일반,127.1072166,37.5048041,[],Point,,서울특별시 송파구 송파대로 425,서울특별시 송파구 석촌동 323,5685,,(친환경)자전거 편의시설,14520.30015,2021-12-27 15:40,2021-12-27 15:40,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2558,송파구_거치대_065,자전거 일반거치대,사용,일반,127.133512,37.50915655,[],Point,,서울특별시 송파구 위례성대로 206,서울특별시 송파구 오금동 6-2,5654,,(친환경)자전거 편의시설,16806.88246,2021-12-27 15:39,2021-12-27 15:39,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2559,송파구_거치대_064,자전거 일반거치대,사용,일반,127.131649,37.50605909,[],Point,,서울특별시 송파구 마천로 103,서울특별시 송파구 오금동 42-15,5655,,(친환경)자전거 편의시설,16735.92271,2021-12-27 15:39,2021-12-27 15:39,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2560,송파구_거치대_063,자전거 일반거치대,사용,일반,127.0968046,37.49851809,[],Point,,서울특별시 송파구 삼학사로 11,서울특별시 송파구 석촌동 301,5598,,(친환경)자전거 편의시설,13863.01176,2021-12-27 15:38,2021-12-27 15:38,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2561,송파구_거치대_062,자전거 일반거치대,사용,일반,127.0968177,37.49872544,[],Point,,서울특별시 송파구 삼학사로 11,서울특별시 송파구 석촌동 301,5598,,(친환경)자전거 편의시설,13854.35506,2021-12-27 15:37,2021-12-27 15:37,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2562,송파구_거치대_061,자전거 일반거치대,사용,일반,127.0969363,37.50032351,[],Point,,서울특별시 송파구 삼학사로 34,서울특별시 송파구 석촌동 300,5679,,(친환경)자전거 편의시설,13790.12896,2021-12-27 15:37,2021-12-27 15:37,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2563,송파구_거치대_060,자전거 일반거치대,사용,일반,127.1051764,37.50335287,[],Point,,서울특별시 송파구 가락로15길 29,서울특별시 송파구 석촌동 266-24,5689,,(친환경)자전거 편의시설,14395.02822,2021-12-27 15:36,2021-12-27 15:36,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2564,송파구_거치대_059,자전거 일반거치대,사용,일반,127.1270537,37.47169146,[],Point,,,서울특별시 송파구 장지동 595-10,,,(친환경)자전거 편의시설,17821.83075,2021-12-27 15:34,2021-12-27 15:34,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2565,송파구_거치대_058,자전거 일반거치대,사용,일반,127.1270499,37.47019518,[],Point,,서울특별시 송파구 성남대로 1570-2,서울특별시 송파구 장지동 600-2,5845,,(친환경)자전거 편의시설,17899.58406,2021-12-27 15:34,2021-12-27 15:34,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2566,송파구_거치대_057,자전거 일반거치대,사용,일반,127.1440599,37.48122628,[],Point,,서울특별시 송파구 위례광장로 210,서울특별시 송파구 장지동 882,5849,,(친환경)자전거 편의시설,18857.57474,2021-12-27 15:33,2021-12-27 15:33,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2567,송파구_거치대_056,자전거 일반거치대,사용,일반,127.1474005,37.50023028,[],Point,,서울특별시 송파구 거마로 81,서울특별시 송파구 마천동 40-4,5734,,(친환경)자전거 편의시설,18415.46267,2021-12-27 15:32,2021-12-27 15:32,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2568,송파구_거치대_055,자전거 일반거치대,사용,일반,127.1123543,37.51772178,[],Point,,서울특별시 송파구 올림픽로 383,서울특별시 송파구 신천동 20-8,5508,,(친환경)자전거 편의시설,14527.78894,2021-12-27 15:32,2021-12-27 15:32,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2569,송파구_거치대_054,자전거 일반거치대,사용,일반,127.098657,37.51599049,[],Point,,서울특별시 송파구 송파대로 570,서울특별시 송파구 신천동 7-30,5510,,(친환경)자전거 편의시설,13298.8372,2021-12-27 15:30,2021-12-27 15:30,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2570,송파구_거치대_053,자전거 일반거치대,사용,일반,127.1015607,37.51789543,[],Point,,서울특별시 송파구 올림픽로35길 112,서울특별시 송파구 신천동 7,5504,,(친환경)자전거 편의시설,13503.47432,2021-12-27 15:30,2021-12-27 15:30,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
